Organization,Country,Lattitude,Longitude,Industry,Organization size,Owner,Lead acquisition date,Product,Status,Status sequence,Stage,Stage sequence,"Deal Value, $","Probability, %",Expected close date,Actual close date,,
Yost-Stiedemann,Germany,52.520008,13.404954,Banking and Finance,Medium (201-500),Michael Brown,27/01/2024,Custom solution,Disqualified,3,,,4590,40,20/07/2024,,,
Pagac LLC,Belgium,51.260197,4.402771,Entertainment & Media & Hospitality,Medium (201-500),John Smith,23/02/2024,Services,Disqualified,3,,,3253,20,24/08/2024,,,
Turcotte-Abshire,France,48.864716,2.349014,Banking and Finance,Medium (201-500),Michael Brown,16/03/2024,SAAS,Disqualified,3,,,7482,40,25/06/2024,,,
Goodwin-Bernier,France,48.864716,2.349014,IT & IT Services,Medium (201-500),John Smith,17/01/2024,SAAS,Disqualified,3,,,4776,30,22/05/2024,,,
Shields and Sons,Austria,48.210033,16.363449,Banking and Finance,Medium (201-500),John Smith,28/02/2024,Custom solution,Disqualified,3,,,4750,40,15/06/2024,,,
Gulgowski Group,France,48.864716,2.349014,IT & IT Services,Medium (201-500),Laura Thompson,25/02/2024,SAAS,Disqualified,3,,,6320,50,06/11/2024,,,
Paucek-Hodkiewicz,Belgium,51.260197,4.402771,Transportation & Logistics,Medium (201-500),Laura Thompson,08/05/2024,Services,Disqualified,3,,,3005,20,05/03/2025,,,
Kreiger Inc,Portugal,38.736946,-9.142685,Energy & Utilities,Medium (201-500),Michael Brown,10/03/2024,SAAS,Disqualified,3,,,6130,30,02/10/2024,,,
Schinner Group,Portugal,38.736946,-9.142685,Education & Science,Medium (201-500),Jessica Martinez,18/03/2024,SAAS,Disqualified,3,,,6360,60,18/10/2024,,,
Haag Inc,Italy,41.902782,12.496366,Manufacturing & Production,Medium (201-500),Michael Brown,13/02/2024,SAAS,Disqualified,3,,,3613,30,24/01/2025,,,
"Ratke, Runolfsson and Pollich",Austria,48.210033,16.363449,IT & IT Services,Medium (201-500),Jessica Martinez,05/02/2024,SAAS,Disqualified,3,,,3494,10,11/08/2024,,,
"Hodkiewicz, Stanton and Howell",Italy,41.902782,12.496366,Recreation & Sports,Medium (201-500),Michael Brown,11/01/2024,Services,Disqualified,3,,,7581,50,04/12/2024,,,
"Koepp, Walsh and Kovacek",France,48.864716,2.349014,Professional Services  & Consulting,Medium (201-500),John Smith,23/04/2024,SAAS,Disqualified,3,,,5827,30,21/03/2025,,,
McLaughlin-Baumbach,Portugal,38.736946,-9.142685,Manufacturing & Production,Medium (201-500),Laura Thompson,24/04/2024,Services,Disqualified,3,,,7754,50,25/01/2025,,,
"Koepp, Kihn and Yost",Netherlands,52.370216,4.895168,Banking and Finance,Medium (201-500),Jessica Martinez,19/04/2024,Services,Disqualified,3,,,542,10,05/06/2024,,,
Aufderhar-Donnelly,France,48.864716,2.349014,Banking and Finance,Medium (201-500),Michael Brown,12/05/2024,SAAS,Disqualified,3,,,5161,40,16/09/2024,,,
Cassin LLC,Italy,41.902782,12.496366,Professional Services  & Consulting,Medium (201-500),John Smith,26/04/2024,Services,Disqualified,3,,,860,30,03/04/2025,,,
Hoppe-Price,Switzerland,46.204391,6.143158,Energy & Utilities,Medium (201-500),Sarah Davis,02/04/2024,Services,Disqualified,3,,,2664,30,01/08/2024,,,
Stracke-West,France,48.864716,2.349014,IT & IT Services,Medium (201-500),Laura Thompson,30/04/2024,Services,Disqualified,3,,,7808,20,04/11/2024,,,
Hessel-Miller,France,48.864716,2.349014,Entertainment & Media & Hospitality,Medium (201-500),Emily Johnson,22/05/2024,Services,Disqualified,3,,,5821,30,13/06/2024,,,
Murazik-Towne,France,48.864716,2.349014,IT & IT Services,Medium (201-500),Kevin Anderson,16/04/2024,SAAS,Disqualified,3,,,6404,40,22/07/2024,,,
"Prohaska, Hahn and Klocko",Belgium,51.260197,4.402771,Agriculture & Mining,Medium (201-500),Laura Thompson,31/05/2024,Services,Disqualified,3,,,1872,20,06/03/2025,,,
"Schaefer, Feest and Watsica",Austria,48.210033,16.363449,Education & Science,Medium (201-500),Michael Brown,15/03/2024,SAAS,Disqualified,3,,,7798,40,28/02/2025,,,
Lind and Sons,Germany,52.520008,13.404954,Manufacturing & Production,Medium (201-500),Michael Brown,02/03/2024,SAAS,Disqualified,3,,,2725,50,01/07/2024,,,
Swaniawski-Quigley,France,48.864716,2.349014,Construction & Engineering,Medium (201-500),Emily Johnson,10/03/2024,SAAS,Disqualified,3,,,653,40,20/07/2024,,,
Effertz-Pfannerstill,Netherlands,52.370216,4.895168,Recreation & Sports,Medium (201-500),Kevin Anderson,31/05/2024,Services,Disqualified,3,,,3845,50,22/12/2024,,,
Becker LLC,Portugal,38.736946,-9.142685,Transportation & Logistics,Medium (201-500),Emily Johnson,27/03/2024,Services,Disqualified,3,,,2862,70,03/06/2024,,,
Thompson-Schaefer,Austria,48.210033,16.363449,Transportation & Logistics,Medium (201-500),Emily Johnson,03/01/2024,SAAS,Disqualified,3,,,6413,30,16/09/2024,,,
Jones LLC,France,48.864716,2.349014,Government Administration Healthcare,Medium (201-500),Emily Johnson,04/02/2024,Services,Disqualified,3,,,5296,30,18/03/2024,,,
Spencer-Beahan,Switzerland,46.204391,6.143158,Telecommunications,Medium (201-500),Jessica Martinez,10/01/2024,Services,Disqualified,3,,,2269,30,16/12/2024,,,
Hessel-Conn,Spain,40.416775,-3.703790,IT & IT Services,Medium (201-500),Jessica Martinez,11/02/2024,SAAS,Disqualified,3,,,5129,30,04/04/2024,,,
"Skiles, Sawayn and Bradtke",Switzerland,46.204391,6.143158,Agriculture & Mining,Medium (201-500),John Smith,14/01/2024,SAAS,Disqualified,3,,,3756,20,13/06/2024,,,
"Okuneva, Dooley and Schaden",Belgium,51.260197,4.402771,Construction & Engineering,Medium (201-500),Laura Thompson,03/04/2024,SAAS,Disqualified,3,,,7165,40,02/12/2024,,,
"Kub, Aufderhar and Ward",Switzerland,46.204391,6.143158,Transportation & Logistics,Medium (201-500),Emily Johnson,20/01/2024,Custom solution,Disqualified,3,,,1241,40,09/09/2024,,,
Orn-Kassulke,Switzerland,46.204391,6.143158,Transportation & Logistics,Medium (201-500),John Smith,17/03/2024,SAAS,Disqualified,3,,,4487,40,02/02/2025,,,
"Mills, Ortiz and McGlynn",Netherlands,52.370216,4.895168,Retail & Distribution,Medium (201-500),Kevin Anderson,21/02/2024,SAAS,Disqualified,3,,,1725,60,11/06/2024,,,
Gleason-Price,France,48.864716,2.349014,Construction & Engineering,Medium (201-500),Laura Thompson,02/05/2024,Services,Disqualified,3,,,2081,70,24/05/2024,,,
Schaden and Sons,Spain,40.416775,-3.703790,IT & IT Services,Medium (201-500),Emily Johnson,08/01/2024,Services,Disqualified,3,,,4044,60,12/08/2024,,,
Von and Sons,Switzerland,46.204391,6.143158,Transportation & Logistics,Medium (201-500),Jessica Martinez,20/02/2024,Services,Disqualified,3,,,741,60,19/05/2024,,,
Bartell-Kirlin,Switzerland,46.204391,6.143158,Transportation & Logistics,Medium (201-500),Emily Johnson,26/04/2024,Services,Disqualified,3,,,5826,40,18/12/2024,,,
Gutkowski-Baumbach,Switzerland,46.204391,6.143158,Banking and Finance,Medium (201-500),Jessica Martinez,27/01/2024,SAAS,Disqualified,3,,,6543,20,13/04/2024,,,
"Osinski, Wisoky and Schimmel",Spain,40.416775,-3.703790,IT & IT Services,Medium (201-500),John Smith,24/04/2024,Services,Disqualified,3,,,1554,50,24/02/2025,,,
Schneider-Schuppe,Switzerland,46.204391,6.143158,Transportation & Logistics,Medium (201-500),Laura Thompson,10/05/2024,Services,Disqualified,3,,,3931,10,08/10/2024,,,
"Crist, Okuneva and Veum",Belgium,51.260197,4.402771,Transportation & Logistics,Medium (201-500),Michael Brown,16/04/2024,Custom solution,Disqualified,3,,,5437,90,06/10/2024,,,
Rosenbaum-Upton,Spain,40.416775,-3.703790,Banking and Finance,Medium (201-500),Jessica Martinez,10/04/2024,Services,Disqualified,3,,,3858,90,08/03/2025,,,
Wolf Group,Belgium,51.260197,4.402771,Manufacturing & Production,Medium (201-500),David Wilson,28/04/2024,SAAS,Disqualified,3,,,5767,20,10/06/2024,,,
"Nolan, D'Amore and Wyman",Spain,40.416775,-3.703790,Transportation & Logistics,Medium (201-500),Emily Johnson,15/03/2024,Services,Disqualified,3,,,1713,50,29/10/2024,,,
"Kunde, Reinger and Jerde",Switzerland,46.204391,6.143158,Government Administration Healthcare,Medium (201-500),Kevin Anderson,17/04/2024,SAAS,Disqualified,3,,,2750,30,09/12/2024,,,
Edgeclub,Germany,52.520008,13.404954,Banking and Finance,Large (501-1000),Laura Thompson,13/03/2024,SAAS,Disqualified,3,,,5353,30,19/07/2024,,,
Schmidt-Beier,Italy,41.902782,12.496366,Banking and Finance,Large (501-1000),Laura Thompson,28/03/2024,Custom solution,Disqualified,3,,,19224,30,21/05/2024,,,
Smitham and Sons,Germany,52.520008,13.404954,IT & IT Services,Large (501-1000),Michael Brown,26/03/2024,Services,Disqualified,3,,,5474,50,22/05/2024,,,
"Spencer, Langworth and Hackett",Austria,48.210033,16.363449,Recreation & Sports,Enterprise (1001+),John Smith,10/02/2024,SAAS,Disqualified,3,,,13724,20,10/09/2024,,,
Lebsack LLC,Italy,41.902782,12.496366,Manufacturing & Production,Enterprise (1001+),Michael Brown,22/05/2024,Custom solution,Disqualified,3,,,11121,20,24/12/2024,,,
Muller Inc,Germany,52.520008,13.404954,Transportation & Logistics,Enterprise (1001+),John Smith,29/01/2024,Custom solution,Disqualified,3,,,14687,70,31/12/2024,,,
Oberbrunner-Metz,Italy,41.902782,12.496366,Education & Science,Enterprise (1001+),John Smith,14/04/2024,SAAS,Disqualified,3,,,4281,60,12/09/2024,,,
Schamberger-Rutherford,Italy,41.902782,12.496366,Banking and Finance,Enterprise (1001+),Kevin Anderson,02/05/2024,Custom solution,Disqualified,3,,,3063,100,13/02/2025,,,
Trilia,Italy,41.902782,12.496366,Transportation & Logistics,Small (11-200),Emily Johnson,02/01/2024,SAAS,New,1,,,478,50,31/10/2024,,,
Yotz,Belgium,51.260197,4.402771,IT & IT Services,Small (11-200),Laura Thompson,10/05/2024,Custom solution,New,1,,,1380,80,06/11/2024,,,
Teklist,Germany,52.520008,13.404954,Transportation & Logistics,Small (11-200),Laura Thompson,26/01/2024,Services,New,1,,,396,60,03/11/2024,,,
Tagopia,France,48.864716,2.349014,Telecommunications,Small (11-200),Emily Johnson,06/01/2024,SAAS,New,1,,,1087,30,17/05/2024,,,
Skyvu,Austria,48.210033,16.363449,Transportation & Logistics,Small (11-200),Laura Thompson,23/03/2024,SAAS,New,1,,,590,30,22/03/2025,,,
Divanoodle,Portugal,38.736946,-9.142685,Banking and Finance,Small (11-200),John Smith,15/05/2024,Custom solution,New,1,,,1668,90,17/07/2024,,,
Meeveo,Spain,40.416775,-3.703790,Agriculture & Mining,Small (11-200),John Smith,25/02/2024,SAAS,New,1,,,680,30,14/01/2025,,,
Avamm,Switzerland,46.204391,6.143158,Professional Services  & Consulting,Small (11-200),Jessica Martinez,25/05/2024,SAAS,New,1,,,474,40,25/03/2025,,,
Edgetag,Italy,41.902782,12.496366,Professional Services  & Consulting,Small (11-200),Jessica Martinez,04/03/2024,Services,New,1,,,1850,20,05/10/2024,,,
Photolist,Portugal,38.736946,-9.142685,IT & IT Services,Small (11-200),Kevin Anderson,03/02/2024,Custom solution,New,1,,,1007,90,27/11/2024,,,
Tavu,Italy,41.902782,12.496366,Professional Services  & Consulting,Small (11-200),Kevin Anderson,11/04/2024,Services,New,1,,,1345,90,22/05/2024,,,
Jetwire,Germany,52.520008,13.404954,Manufacturing & Production,Small (11-200),Jessica Martinez,27/05/2024,Services,New,1,,,1038,50,14/12/2024,,,
Ntag,Portugal,38.736946,-9.142685,Education & Science,Small (11-200),David Wilson,03/04/2024,SAAS,New,1,,,458,20,14/09/2024,,,
Twinte,Italy,41.902782,12.496366,Transportation & Logistics,Small (11-200),Laura Thompson,12/05/2024,Services,New,1,,,442,30,24/12/2024,,,
Livepath,Switzerland,46.204391,6.143158,Transportation & Logistics,Small (11-200),Laura Thompson,27/04/2024,SAAS,New,1,,,1997,50,11/04/2025,,,
Meetz,Austria,48.210033,16.363449,Education & Science,Small (11-200),David Wilson,28/03/2024,Custom solution,New,1,,,1717,20,23/05/2024,,,
Gigaclub,Germany,52.520008,13.404954,Energy & Utilities,Small (11-200),David Wilson,03/01/2024,SAAS,New,1,,,1640,30,30/11/2024,,,
Yadel,Italy,41.902782,12.496366,Manufacturing & Production,Small (11-200),Emily Johnson,01/05/2024,Services,New,1,,,855,70,23/02/2025,,,
Eabox,France,48.864716,2.349014,Recreation & Sports,Small (11-200),Jessica Martinez,12/03/2024,Services,New,1,,,1056,100,10/03/2025,,,
Dabjam,Netherlands,52.370216,4.895168,Manufacturing & Production,Small (11-200),John Smith,27/02/2024,Custom solution,New,1,,,966,10,13/06/2024,,,
Blogpad,Switzerland,46.204391,6.143158,Professional Services  & Consulting,Small (11-200),Jessica Martinez,27/02/2024,Custom solution,New,1,,,344,40,11/10/2024,,,
Topiczoom,Belgium,51.260197,4.402771,Recreation & Sports,Small (11-200),Michael Brown,29/05/2024,Services,New,1,,,407,70,13/04/2025,,,
Rhyloo,Portugal,38.736946,-9.142685,Energy & Utilities,Small (11-200),Kevin Anderson,21/01/2024,Services,New,1,,,1965,40,17/01/2025,,,
Mydo,Austria,48.210033,16.363449,Energy & Utilities,Small (11-200),Laura Thompson,07/01/2024,Custom solution,New,1,,,1494,20,14/06/2024,,,
Thoughtstorm,Germany,52.520008,13.404954,Energy & Utilities,Small (11-200),David Wilson,13/03/2024,Custom solution,New,1,,,1837,10,06/04/2024,,,
Topicware,Germany,52.520008,13.404954,Construction & Engineering,Small (11-200),John Smith,31/03/2024,Services,New,1,,,1175,20,10/01/2025,,,
Tekfly,France,48.864716,2.349014,Telecommunications,Small (11-200),David Wilson,09/03/2024,Services,New,1,,,617,40,10/06/2024,,,
Wikivu,Italy,41.902782,12.496366,Transportation & Logistics,Small (11-200),David Wilson,28/01/2024,Services,New,1,,,1538,50,14/10/2024,,,
"Schroeder, Reichert and Hettinger",Netherlands,52.370216,4.895168,Banking and Finance,Small (11-200),Kevin Anderson,06/01/2024,SAAS,New,1,,,434,50,21/10/2024,,,
"Gorczany, Kuphal and Mayert",Netherlands,52.370216,4.895168,Professional Services  & Consulting,Small (11-200),Laura Thompson,27/02/2024,Custom solution,New,1,,,870,60,20/01/2025,,,
"Dietrich, Boehm and Corkery",Italy,41.902782,12.496366,Education & Science,Small (11-200),Kevin Anderson,30/05/2024,SAAS,New,1,,,1225,30,26/09/2024,,,
"Murphy, Schuster and Kub",Switzerland,46.204391,6.143158,Government Administration Healthcare,Small (11-200),Laura Thompson,04/01/2024,SAAS,New,1,,,1804,50,04/03/2024,,,
Pouros-Schneider,Portugal,38.736946,-9.142685,Construction & Engineering,Small (11-200),Jessica Martinez,17/01/2024,Custom solution,New,1,,,1063,60,25/02/2024,,,
"Crist, Price and Johns",Austria,48.210033,16.363449,Government Administration Healthcare,Small (11-200),David Wilson,03/03/2024,SAAS,New,1,,,341,10,18/02/2025,,,
Littel LLC,Switzerland,46.204391,6.143158,Agriculture & Mining,Small (11-200),John Smith,14/03/2024,Services,New,1,,,1454,20,13/05/2024,,,
Wisozk-Thompson,France,48.864716,2.349014,Banking and Finance,Small (11-200),Laura Thompson,06/04/2024,SAAS,New,1,,,263,80,26/09/2024,,,
D'Amore Group,France,48.864716,2.349014,IT & IT Services,Small (11-200),Jessica Martinez,25/05/2024,Custom solution,New,1,,,976,100,07/11/2024,,,
Mitchell Group,Belgium,51.260197,4.402771,Government Administration Healthcare,Small (11-200),Sarah Davis,08/01/2024,SAAS,New,1,,,1977,60,14/08/2024,,,
Lowe-Grimes,France,48.864716,2.349014,Professional Services  & Consulting,Small (11-200),Sarah Davis,14/02/2024,Services,New,1,,,1940,50,06/10/2024,,,
"O'Reilly, Harvey and Cassin",France,48.864716,2.349014,Telecommunications,Small (11-200),Sarah Davis,23/04/2024,Custom solution,New,1,,,945,60,10/07/2024,,,
"Hilll, Reynolds and Stamm",Italy,41.902782,12.496366,Recreation & Sports,Small (11-200),Jessica Martinez,11/01/2024,SAAS,New,1,,,741,10,15/10/2024,,,
"Schinner, Turcotte and Borer",France,48.864716,2.349014,Banking and Finance,Small (11-200),Jessica Martinez,21/03/2024,Services,New,1,,,1130,30,26/02/2025,,,
Bahringer Inc,Switzerland,46.204391,6.143158,Government Administration Healthcare,Small (11-200),Sarah Davis,14/02/2024,Services,New,1,,,1047,20,28/01/2025,,,
Green-Kunze,Austria,48.210033,16.363449,Transportation & Logistics,Small (11-200),John Smith,04/02/2024,SAAS,New,1,,,1473,50,24/02/2024,,,
"Huels, Cruickshank and Hayes",Germany,52.520008,13.404954,Manufacturing & Production,Small (11-200),Jessica Martinez,01/03/2024,Services,New,1,,,1084,60,25/02/2025,,,
Reynolds-Wiza,Portugal,38.736946,-9.142685,Telecommunications,Small (11-200),John Smith,10/04/2024,Services,New,1,,,379,20,29/05/2024,,,
McGlynn Group,Portugal,38.736946,-9.142685,Government Administration Healthcare,Small (11-200),Kevin Anderson,28/04/2024,Services,New,1,,,351,20,24/11/2024,,,
Gorczany-Legros,France,48.864716,2.349014,Professional Services  & Consulting,Small (11-200),Emily Johnson,12/05/2024,SAAS,New,1,,,1978,50,07/10/2024,,,
"Gulgowski, Kub and Miller",Spain,40.416775,-3.703790,Banking and Finance,Small (11-200),John Smith,14/04/2024,Services,New,1,,,754,40,03/04/2025,,,
"Metz, Kub and Fahey",France,48.864716,2.349014,IT & IT Services,Small (11-200),Michael Brown,02/05/2024,Services,New,1,,,1487,40,14/06/2024,,,
Abshire LLC,Switzerland,46.204391,6.143158,Government Administration Healthcare,Small (11-200),Sarah Davis,08/05/2024,Services,New,1,,,1932,60,30/07/2024,,,
Lockman-Littel,Austria,48.210033,16.363449,Energy & Utilities,Small (11-200),Michael Brown,03/05/2024,Services,New,1,,,1315,60,04/01/2025,,,
Bradtke Inc,France,48.864716,2.349014,Telecommunications,Small (11-200),Laura Thompson,25/05/2024,SAAS,New,1,,,1339,40,28/03/2025,,,
Cartwright-Orn,France,48.864716,2.349014,Education & Science,Small (11-200),Laura Thompson,05/04/2024,SAAS,New,1,,,244,50,30/06/2024,,,
Littel-Hilpert,Netherlands,52.370216,4.895168,Banking and Finance,Small (11-200),Michael Brown,03/03/2024,SAAS,New,1,,,229,40,08/05/2024,,,
Franecki LLC,Portugal,38.736946,-9.142685,Transportation & Logistics,Small (11-200),Laura Thompson,05/01/2024,SAAS,New,1,,,740,60,04/06/2024,,,
Mayert-Renner,France,48.864716,2.349014,IT & IT Services,Small (11-200),Jessica Martinez,05/05/2024,SAAS,New,1,,,433,30,09/02/2025,,,
Emmerich-Padberg,Switzerland,46.204391,6.143158,Transportation & Logistics,Small (11-200),Laura Thompson,22/02/2024,Custom solution,New,1,,,1073,30,25/12/2024,,,
Grimes-Marvin,France,48.864716,2.349014,Retail & Distribution,Small (11-200),Emily Johnson,05/02/2024,SAAS,New,1,,,242,30,21/06/2024,,,
"Maggio, Wilderman and Mueller",Austria,48.210033,16.363449,IT & IT Services,Small (11-200),Laura Thompson,25/04/2024,Custom solution,New,1,,,1884,20,18/10/2024,,,
"Toy, Gottlieb and Veum",Germany,52.520008,13.404954,Government Administration Healthcare,Small (11-200),Laura Thompson,24/03/2024,SAAS,New,1,,,223,90,28/04/2024,,,
"Hoeger, Hyatt and Glover",Switzerland,46.204391,6.143158,Education & Science,Small (11-200),Laura Thompson,28/04/2024,SAAS,New,1,,,1772,10,11/03/2025,,,
"Ferry, Denesik and Satterfield",Italy,41.902782,12.496366,IT & IT Services,Small (11-200),Michael Brown,20/03/2024,SAAS,New,1,,,820,30,23/12/2024,,,
"Bruen, Quigley and Kling",Netherlands,52.370216,4.895168,Recreation & Sports,Small (11-200),Laura Thompson,15/01/2024,SAAS,New,1,,,1241,60,24/12/2024,,,
Gibson and Sons,Belgium,51.260197,4.402771,Banking and Finance,Small (11-200),Kevin Anderson,29/04/2024,Custom solution,New,1,,,519,20,05/11/2024,,,
Little and Sons,Netherlands,52.370216,4.895168,Banking and Finance,Small (11-200),Kevin Anderson,21/05/2024,Services,New,1,,,706,40,16/05/2025,,,
"O'Conner, Stracke and White",Portugal,38.736946,-9.142685,Telecommunications,Small (11-200),John Smith,28/04/2024,Services,New,1,,,1461,40,11/12/2024,,,
Smitham LLC,Switzerland,46.204391,6.143158,Energy & Utilities,Small (11-200),Sarah Davis,17/04/2024,Services,New,1,,,1913,100,10/07/2024,,,
"Dickinson, Jacobi and McKenzie",Italy,41.902782,12.496366,Telecommunications,Small (11-200),Laura Thompson,13/05/2024,SAAS,New,1,,,1539,20,30/06/2024,,,
Feest-Schoen,Portugal,38.736946,-9.142685,Energy & Utilities,Small (11-200),Laura Thompson,10/04/2024,SAAS,New,1,,,1212,30,14/06/2024,,,
"Hane, Kassulke and Hermiston",Portugal,38.736946,-9.142685,Professional Services  & Consulting,Small (11-200),Michael Brown,13/03/2024,Services,New,1,,,1832,20,18/07/2024,,,
